country,date,num_infections,num_deaths
Algeria,2020-02-17,0,0
Algeria,2020-02-18,0,0
Algeria,2020-02-19,0,0
Algeria,2020-02-20,0,0
Algeria,2020-02-21,0,0
Algeria,2020-02-22,0,0
Algeria,2020-02-23,0,0
Algeria,2020-02-24,0,0
Algeria,2020-02-25,1,0
Algeria,2020-02-26,1,0
Algeria,2020-02-27,1,0
Algeria,2020-02-28,1,0
Algeria,2020-02-29,1,0
Algeria,2020-03-01,1,0
Algeria,2020-03-02,3,0
Algeria,2020-03-03,5,0
Algeria,2020-03-04,12,0
Algeria,2020-03-05,12,0
Algeria,2020-03-06,17,0
Algeria,2020-03-07,17,0
Algeria,2020-03-08,19,0
Algeria,2020-03-09,20,0
Algeria,2020-03-10,20,0
Algeria,2020-03-11,20,0
Algeria,2020-03-12,24,1
Algeria,2020-03-13,26,2
Algeria,2020-03-14,37,3
Algeria,2020-03-15,48,4
Algeria,2020-03-16,54,4
Algeria,2020-03-17,60,4
Algeria,2020-03-18,74,7
Algeria,2020-03-19,87,9
Algeria,2020-03-20,90,11
Algeria,2020-03-21,139,15
Algeria,2020-03-22,201,17
Andorra,2020-01-22,0,0
Andorra,2020-01-23,0,0
Andorra,2020-01-24,0,0
Andorra,2020-01-25,0,0
Andorra,2020-01-26,0,0
Andorra,2020-01-27,0,0
Andorra,2020-01-28,0,0
Andorra,2020-01-29,0,0
Andorra,2020-01-30,0,0
Andorra,2020-01-31,0,0
Andorra,2020-02-01,0,0
Andorra,2020-02-02,0,0
Andorra,2020-02-03,0,0
Andorra,2020-02-04,0,0
Andorra,2020-02-05,0,0
Andorra,2020-02-06,0,0
Andorra,2020-02-07,0,0
Andorra,2020-02-08,0,0
Andorra,2020-02-09,0,0
Andorra,2020-02-10,0,0
Andorra,2020-02-11,0,0
Andorra,2020-02-12,0,0
Andorra,2020-02-13,0,0
Andorra,2020-02-14,0,0
Andorra,2020-02-15,0,0
Andorra,2020-02-16,0,0
Andorra,2020-02-17,0,0
Andorra,2020-02-18,0,0
Andorra,2020-02-19,0,0
Andorra,2020-02-20,0,0
Andorra,2020-02-21,0,0
Andorra,2020-02-22,0,0
Andorra,2020-02-23,0,0
Andorra,2020-02-24,0,0
Andorra,2020-02-25,0,0
Andorra,2020-02-26,0,0
Andorra,2020-02-27,0,0
Andorra,2020-02-28,0,0
Andorra,2020-02-29,0,0
Andorra,2020-03-01,0,0
Andorra,2020-03-02,1,0
Andorra,2020-03-03,1,0
Andorra,2020-03-04,1,0
Andorra,2020-03-05,1,0
Andorra,2020-03-06,1,0
Andorra,2020-03-07,1,0
Andorra,2020-03-08,1,0
Andorra,2020-03-09,1,0
Andorra,2020-03-10,1,0
Andorra,2020-03-11,1,0
Andorra,2020-03-12,1,0
Andorra,2020-03-13,1,0
Andorra,2020-03-14,1,0
Andorra,2020-03-15,1,0
Andorra,2020-03-16,2,0
Andorra,2020-03-17,39,0
Andorra,2020-03-18,39,0
Andorra,2020-03-19,53,0
Andorra,2020-03-20,75,0
Andorra,2020-03-21,88,0
Andorra,2020-03-22,113,1
Angola,2020-01-22,0,0
Angola,2020-01-23,0,0
Angola,2020-01-24,0,0
Angola,2020-01-25,0,0
Angola,2020-01-26,0,0
Angola,2020-01-27,0,0
Angola,2020-01-28,0,0
Angola,2020-01-29,0,0
Angola,2020-01-30,0,0
Angola,2020-01-31,0,0
Angola,2020-02-01,0,0
Angola,2020-02-02,0,0
Angola,2020-02-03,0,0
Angola,2020-02-04,0,0
Angola,2020-02-05,0,0
Angola,2020-02-06,0,0
Angola,2020-02-07,0,0
Angola,2020-02-08,0,0
Angola,2020-02-09,0,0
Angola,2020-02-10,0,0
Angola,2020-02-11,0,0
Angola,2020-02-12,0,0
Angola,2020-02-13,0,0
Angola,2020-02-14,0,0
Angola,2020-02-15,0,0
Angola,2020-02-16,0,0
Angola,2020-02-17,0,0
Angola,2020-02-18,0,0
Angola,2020-02-19,0,0
Angola,2020-02-20,0,0
Angola,2020-02-21,0,0
Angola,2020-02-22,0,0
Angola,2020-02-23,0,0
Angola,2020-02-24,0,0
Angola,2020-02-25,0,0
Angola,2020-02-26,0,0
Angola,2020-02-27,0,0
Angola,2020-02-28,0,0
Angola,2020-02-29,0,0
Angola,2020-03-01,0,0
Angola,2020-03-02,0,0
Angola,2020-03-03,0,0
Angola,2020-03-04,0,0
Angola,2020-03-05,0,0
Angola,2020-03-06,0,0
Angola,2020-03-07,0,0
Angola,2020-03-08,0,0
Angola,2020-03-09,0,0
Angola,2020-03-10,0,0
Angola,2020-03-11,0,0
Angola,2020-03-12,0,0
Angola,2020-03-13,0,0
Angola,2020-03-14,0,0
Angola,2020-03-15,0,0
Angola,2020-03-16,0,0
Angola,2020-03-17,0,0
Angola,2020-03-18,0,0
Angola,2020-03-19,0,0
Angola,2020-03-20,1,0
Angola,2020-03-21,2,0
Angola,2020-03-22,2,0
Antigua and Barbuda,2020-01-22,0,0
Antigua and Barbuda,2020-01-23,0,0
Antigua and Barbuda,2020-01-24,0,0
Antigua and Barbuda,2020-01-25,0,0
Antigua and Barbuda,2020-01-26,0,0
Antigua and Barbuda,2020-01-27,0,0
Antigua and Barbuda,2020-01-28,0,0
Antigua and Barbuda,2020-01-29,0,0
Antigua and Barbuda,2020-01-30,0,0
Antigua and Barbuda,2020-01-31,0,0
Antigua and Barbuda,2020-02-01,0,0
Antigua and Barbuda,2020-02-02,0,0
Antigua and Barbuda,2020-02-03,0,0
Antigua and Barbuda,2020-02-04,0,0
Antigua and Barbuda,2020-02-05,0,0
Antigua and Barbuda,2020-02-06,0,0
Antigua and Barbuda,2020-02-07,0,0
Antigua and Barbuda,2020-02-08,0,0
Antigua and Barbuda,2020-02-09,0,0
Antigua and Barbuda,2020-02-10,0,0
Antigua and Barbuda,2020-02-11,0,0
Antigua and Barbuda,2020-02-12,0,0
Antigua and Barbuda,2020-02-13,0,0
Antigua and Barbuda,2020-02-14,0,0
Antigua and Barbuda,2020-02-15,0,0
Antigua and Barbuda,2020-02-16,0,0
Antigua and Barbuda,2020-02-17,0,0
Antigua and Barbuda,2020-02-18,0,0
Antigua and Barbuda,2020-02-19,0,0
Antigua and Barbuda,2020-02-20,0,0
Antigua and Barbuda,2020-02-21,0,0
Antigua and Barbuda,2020-02-22,0,0
Antigua and Barbuda,2020-02-23,0,0
Antigua and Barbuda,2020-02-24,0,0
Antigua and Barbuda,2020-02-25,0,0
Antigua and Barbuda,2020-02-26,0,0
Antigua and Barbuda,2020-02-27,0,0
Antigua and Barbuda,2020-02-28,0,0
Antigua and Barbuda,2020-02-29,0,0
Antigua and Barbuda,2020-03-01,0,0
Antigua and Barbuda,2020-03-02,0,0
Antigua and Barbuda,2020-03-03,0,0
Antigua and Barbuda,2020-03-04,0,0
Antigua and Barbuda,2020-03-05,0,0
Antigua and Barbuda,2020-03-06,0,0
Antigua and Barbuda,2020-03-07,0,0
Antigua and Barbuda,2020-03-08,0,0
Antigua and Barbuda,2020-03-09,0,0
Antigua and Barbuda,2020-03-10,0,0
Antigua and Barbuda,2020-03-11,0,0
Antigua and Barbuda,2020-03-12,0,0
Antigua and Barbuda,2020-03-13,1,0
Antigua and Barbuda,2020-03-14,1,0
Antigua and Barbuda,2020-03-15,1,0
Antigua and Barbuda,2020-03-16,1,0
Antigua and Barbuda,2020-03-17,1,0
Antigua and Barbuda,2020-03-18,1,0
Antigua and Barbuda,2020-03-19,1,0
Antigua and Barbuda,2020-03-20,1,0
Antigua and Barbuda,2020-03-21,1,0
Antigua and Barbuda,2020-03-22,1,0
Argentina,2020-01-22,0,0
Argentina,2020-01-23,0,0
Argentina,2020-01-24,0,0
Argentina,2020-01-25,0,0
Argentina,2020-01-26,0,0
Argentina,2020-01-27,0,0
Argentina,2020-01-28,0,0
Argentina,2020-01-29,0,0
Argentina,2020-01-30,0,0
Argentina,2020-01-31,0,0
Argentina,2020-02-01,0,0
Argentina,2020-02-02,0,0
Argentina,2020-02-03,0,0
Argentina,2020-02-04,0,0
Argentina,2020-02-05,0,0
Argentina,2020-02-06,0,0
Argentina,2020-02-07,0,0
Argentina,2020-02-08,0,0
Argentina,2020-02-09,0,0
Argentina,2020-02-10,0,0
Argentina,2020-02-11,0,0
Argentina,2020-02-12,0,0
Argentina,2020-02-13,0,0
Argentina,2020-02-14,0,0
Argentina,2020-02-15,0,0
Argentina,2020-02-16,0,0
Argentina,2020-02-17,0,0
Argentina,2020-02-18,0,0
Argentina,2020-02-19,0,0
Argentina,2020-02-20,0,0
Argentina,2020-02-21,0,0
Argentina,2020-02-22,0,0
Argentina,2020-02-23,0,0
Argentina,2020-02-24,0,0
Argentina,2020-02-25,0,0
Argentina,2020-02-26,0,0
Argentina,2020-02-27,0,0
Argentina,2020-02-28,0,0
Argentina,2020-02-29,0,0
Argentina,2020-03-01,0,0
Argentina,2020-03-02,0,0
Argentina,2020-03-03,1,0
Argentina,2020-03-04,1,0
Argentina,2020-03-05,1,0
Argentina,2020-03-06,2,0
Argentina,2020-03-07,8,0
Argentina,2020-03-08,12,1
Argentina,2020-03-09,12,1
Argentina,2020-03-10,17,1
Argentina,2020-03-11,19,1
Argentina,2020-03-12,19,1
Argentina,2020-03-13,31,2
Argentina,2020-03-14,34,2
Argentina,2020-03-15,45,2
Argentina,2020-03-16,56,2
Argentina,2020-03-17,68,2
Argentina,2020-03-18,79,2
Argentina,2020-03-19,97,3
Argentina,2020-03-20,128,3
Argentina,2020-03-21,158,4
Argentina,2020-03-22,225,4
Armenia,2020-01-22,0,0
Armenia,2020-01-23,0,0
Armenia,2020-01-24,0,0
Armenia,2020-01-25,0,0
Armenia,2020-01-26,0,0
Armenia,2020-01-27,0,0
Armenia,2020-01-28,0,0
Armenia,2020-01-29,0,0
Armenia,2020-01-30,0,0
Armenia,2020-01-31,0,0
Armenia,2020-02-01,0,0
Armenia,2020-02-02,0,0
Armenia,2020-02-03,0,0
Armenia,2020-02-04,0,0
Armenia,2020-02-05,0,0
Armenia,2020-02-06,0,0
Armenia,2020-02-07,0,0
Armenia,2020-02-08,0,0
Armenia,2020-02-09,0,0
Armenia,2020-02-10,0,0
Armenia,2020-02-11,0,0
Armenia,2020-02-12,0,0
Armenia,2020-02-13,0,0
Armenia,2020-02-14,0,0
Armenia,2020-02-15,0,0
Armenia,2020-02-16,0,0
Armenia,2020-02-17,0,0
Armenia,2020-02-18,0,0
Armenia,2020-02-19,0,0
Armenia,2020-02-20,0,0
Armenia,2020-02-21,0,0
Armenia,2020-02-22,0,0
Armenia,2020-02-23,0,0
Armenia,2020-02-24,0,0
Armenia,2020-02-25,0,0
Armenia,2020-02-26,0,0
Armenia,2020-02-27,0,0
Armenia,2020-02-28,0,0
Armenia,2020-02-29,0,0
Armenia,2020-03-01,1,0
Armenia,2020-03-02,1,0
Armenia,2020-03-03,1,0
Armenia,2020-03-04,1,0
Armenia,2020-03-05,1,0
Armenia,2020-03-06,1,0
Armenia,2020-03-07,1,0
Armenia,2020-03-08,1,0
Armenia,2020-03-09,1,0
Armenia,2020-03-10,1,0
Armenia,2020-03-11,1,0
Armenia,2020-03-12,4,0
Armenia,2020-03-13,8,0
Armenia,2020-03-14,18,0
Armenia,2020-03-15,26,0
Armenia,2020-03-16,52,0
Armenia,2020-03-17,78,0
Armenia,2020-03-18,84,0
Armenia,2020-03-19,115,0
Armenia,2020-03-20,136,0
Armenia,2020-03-21,160,0
Armenia,2020-03-22,194,0
Australia,2020-01-22,0,0
Australia,2020-01-23,0,0
Australia,2020-01-24,0,0
Australia,2020-01-25,0,0
Australia,2020-01-26,4,0
Australia,2020-01-27,5,0
Australia,2020-01-28,5,0
Australia,2020-01-29,6,0
Australia,2020-01-30,9,0
Australia,2020-01-31,9,0
Australia,2020-02-01,12,0
Australia,2020-02-02,12,0
Australia,2020-02-03,12,0
Australia,2020-02-04,13,0
Australia,2020-02-05,13,0
Australia,2020-02-06,14,0
Australia,2020-02-07,15,0
Australia,2020-02-08,15,0
Australia,2020-02-09,15,0
Australia,2020-02-10,15,0
Australia,2020-02-11,15,0
Australia,2020-02-12,15,0
Australia,2020-02-13,15,0
Australia,2020-02-14,15,0
Australia,2020-02-15,15,0
Australia,2020-02-16,15,0
Australia,2020-02-17,15,0
Australia,2020-02-18,15,0
Australia,2020-02-19,15,0
Australia,2020-02-20,15,0
Australia,2020-02-21,19,0
Australia,2020-02-22,22,0
Australia,2020-02-23,22,0
Australia,2020-02-24,22,0
Australia,2020-02-25,22,0
Australia,2020-02-26,22,0
Australia,2020-02-27,23,0
Australia,2020-02-28,23,0
Australia,2020-02-29,25,0
Australia,2020-03-01,27,1
Australia,2020-03-02,30,1
Australia,2020-03-03,39,1
Australia,2020-03-04,52,2
Australia,2020-03-05,55,2
Australia,2020-03-06,60,2
Australia,2020-03-07,63,2
Australia,2020-03-08,76,3
Australia,2020-03-09,91,3
Australia,2020-03-10,107,3
Australia,2020-03-11,128,3
Australia,2020-03-12,128,3
Australia,2020-03-13,200,3
Australia,2020-03-14,250,3
Australia,2020-03-15,297,3
Australia,2020-03-16,377,3
Australia,2020-03-17,452,5
Australia,2020-03-18,568,6
Australia,2020-03-19,681,6
Australia,2020-03-20,791,7
Australia,2020-03-21,1071,7
Australia,2020-03-22,1314,7
Austria,2020-01-22,0,0
Austria,2020-01-23,0,0
Austria,2020-01-24,0,0
Austria,2020-01-25,0,0
Austria,2020-01-26,0,0
Austria,2020-01-27,0,0
Austria,2020-01-28,0,0
Austria,2020-01-29,0,0
Austria,2020-01-30,0,0
Austria,2020-01-31,0,0
Austria,2020-02-01,0,0
Austria,2020-02-02,0,0
Austria,2020-02-03,0,0
Austria,2020-02-04,0,0
Austria,2020-02-05,0,0
Austria,2020-02-06,0,0
Austria,2020-02-07,0,0
Austria,2020-02-08,0,0
Austria,2020-02-09,0,0
Austria,2020-02-10,0,0
Austria,2020-02-11,0,0
Austria,2020-02-12,0,0
Austria,2020-02-13,0,0
Austria,2020-02-14,0,0
Austria,2020-02-15,0,0
Austria,2020-02-16,0,0
Austria,2020-02-17,0,0
Austria,2020-02-18,0,0
Austria,2020-02-19,0,0
Austria,2020-02-20,0,0
Austria,2020-02-21,0,0
Austria,2020-02-22,0,0
Austria,2020-02-23,0,0
Austria,2020-02-24,0,0
Austria,2020-02-25,2,0
Austria,2020-02-26,2,0
Austria,2020-02-27,3,0
Austria,2020-02-28,3,0
Austria,2020-02-29,9,0
Austria,2020-03-01,14,0
Austria,2020-03-02,18,0
Austria,2020-03-03,21,0
Austria,2020-03-04,29,0
Austria,2020-03-05,41,0
Austria,2020-03-06,55,0
Austria,2020-03-07,79,0
Austria,2020-03-08,104,0
Austria,2020-03-09,131,0
Austria,2020-03-10,182,0
Austria,2020-03-11,246,0
Austria,2020-03-12,302,1
Austria,2020-03-13,504,1
Austria,2020-03-14,655,1
Austria,2020-03-15,860,1
Austria,2020-03-16,1018,3
Austria,2020-03-17,1332,3
Austria,2020-03-18,1646,4
Austria,2020-03-19,2013,6
Austria,2020-03-20,2388,6
Austria,2020-03-21,2814,8
Austria,2020-03-22,3244,16
Azerbaijan,2020-01-22,0,0
Azerbaijan,2020-01-23,0,0
Azerbaijan,2020-01-24,0,0
Azerbaijan,2020-01-25,0,0
Azerbaijan,2020-01-26,0,0
Azerbaijan,2020-01-27,0,0
Azerbaijan,2020-01-28,0,0
Azerbaijan,2020-01-29,0,0
Azerbaijan,2020-01-30,0,0
Azerbaijan,2020-01-31,0,0
Azerbaijan,2020-02-01,0,0
Azerbaijan,2020-02-02,0,0
Azerbaijan,2020-02-03,0,0
Azerbaijan,2020-02-04,0,0
Azerbaijan,2020-02-05,0,0
Azerbaijan,2020-02-06,0,0
Azerbaijan,2020-02-07,0,0
Azerbaijan,2020-02-08,0,0
Azerbaijan,2020-02-09,0,0
Azerbaijan,2020-02-10,0,0
Azerbaijan,2020-02-11,0,0
Azerbaijan,2020-02-12,0,0
Azerbaijan,2020-02-13,0,0
Azerbaijan,2020-02-14,0,0
Azerbaijan,2020-02-15,0,0
Azerbaijan,2020-02-16,0,0
Azerbaijan,2020-02-17,0,0
Azerbaijan,2020-02-18,0,0
Azerbaijan,2020-02-19,0,0
Azerbaijan,2020-02-20,0,0
Azerbaijan,2020-02-21,0,0
Azerbaijan,2020-02-22,0,0
Azerbaijan,2020-02-23,0,0
Azerbaijan,2020-02-24,0,0
Azerbaijan,2020-02-25,0,0
Azerbaijan,2020-02-26,0,0
Azerbaijan,2020-02-27,0,0
Azerbaijan,2020-02-28,0,0
Azerbaijan,2020-02-29,0,0
Azerbaijan,2020-03-01,3,0
Azerbaijan,2020-03-02,3,0
Azerbaijan,2020-03-03,3,0
Azerbaijan,2020-03-04,3,0
Azerbaijan,2020-03-05,6,0
Azerbaijan,2020-03-06,6,0
Azerbaijan,2020-03-07,9,0
Azerbaijan,2020-03-08,9,0
Azerbaijan,2020-03-09,9,0
Azerbaijan,2020-03-10,11,0
Azerbaijan,2020-03-11,11,0
Azerbaijan,2020-03-12,11,0
Azerbaijan,2020-03-13,15,1
Azerbaijan,2020-03-14,15,1
Azerbaijan,2020-03-15,23,1
Azerbaijan,2020-03-16,15,1
Azerbaijan,2020-03-17,28,1
Azerbaijan,2020-03-18,28,1
Azerbaijan,2020-03-19,44,1
Azerbaijan,2020-03-20,44,1
Azerbaijan,2020-03-21,53,1
Azerbaijan,2020-03-22,65,1
"Bahamas, The",2020-01-22,0,0
"Bahamas, The",2020-01-23,0,0
"Bahamas, The",2020-01-24,0,0
"Bahamas, The",2020-01-25,0,0
"Bahamas, The",2020-01-26,0,0
"Bahamas, The",2020-01-27,0,0
"Bahamas, The",2020-01-28,0,0
"Bahamas, The",2020-01-29,0,0
"Bahamas, The",2020-01-30,0,0
"Bahamas, The",2020-01-31,0,0
"Bahamas, The",2020-02-01,0,0
"Bahamas, The",2020-02-02,0,0
"Bahamas, The",2020-02-03,0,0
"Bahamas, The",2020-02-04,0,0
"Bahamas, The",2020-02-05,0,0
"Bahamas, The",2020-02-06,0,0
"Bahamas, The",2020-02-07,0,0
"Bahamas, The",2020-02-08,0,0
"Bahamas, The",2020-02-09,0,0
"Bahamas, The",2020-02-10,0,0
"Bahamas, The",2020-02-11,0,0
"Bahamas, The",2020-02-12,0,0
"Bahamas, The",2020-02-13,0,0
"Bahamas, The",2020-02-14,0,0
"Bahamas, The",2020-02-15,0,0
"Bahamas, The",2020-02-16,0,0
"Bahamas, The",2020-02-17,0,0
"Bahamas, The",2020-02-18,0,0
"Bahamas, The",2020-02-19,0,0
"Bahamas, The",2020-02-20,0,0
"Bahamas, The",2020-02-21,0,0
"Bahamas, The",2020-02-22,0,0
"Bahamas, The",2020-02-23,0,0
"Bahamas, The",2020-02-24,0,0
"Bahamas, The",2020-02-25,0,0
"Bahamas, The",2020-02-26,0,0
"Bahamas, The",2020-02-27,0,0
"Bahamas, The",2020-02-28,0,0
"Bahamas, The",2020-02-29,0,0
"Bahamas, The",2020-03-01,0,0
"Bahamas, The",2020-03-02,0,0
"Bahamas, The",2020-03-03,0,0
"Bahamas, The",2020-03-04,0,0
"Bahamas, The",2020-03-05,0,0
"Bahamas, The",2020-03-06,0,0
"Bahamas, The",2020-03-07,0,0
"Bahamas, The",2020-03-08,0,0
"Bahamas, The",2020-03-09,0,0
"Bahamas, The",2020-03-10,0,0
"Bahamas, The",2020-03-11,0,0
"Bahamas, The",2020-03-12,0,0
"Bahamas, The",2020-03-13,0,0
"Bahamas, The",2020-03-14,0,0
"Bahamas, The",2020-03-15,0,0
"Bahamas, The",2020-03-16,1,0
"Bahamas, The",2020-03-17,1,0
"Bahamas, The",2020-03-18,1,0
"Bahamas, The",2020-03-19,3,0
"Bahamas, The",2020-03-20,3,0
"Bahamas, The",2020-03-21,4,0
"Bahamas, The",2020-03-22,4,0
Bahrain,2020-01-22,0,0
Bahrain,2020-01-23,0,0
Bahrain,2020-01-24,0,0
Bahrain,2020-01-25,0,0
Bahrain,2020-01-26,0,0
Bahrain,2020-01-27,0,0
Bahrain,2020-01-28,0,0
Bahrain,2020-01-29,0,0
Bahrain,2020-01-30,0,0
Bahrain,2020-01-31,0,0
Bahrain,2020-02-01,0,0
Bahrain,2020-02-02,0,0
Bahrain,2020-02-03,0,0
Bahrain,2020-02-04,0,0
Bahrain,2020-02-05,0,0
Bahrain,2020-02-06,0,0
Bahrain,2020-02-07,0,0
Bahrain,2020-02-08,0,0
Bahrain,2020-02-09,0,0
Bahrain,2020-02-10,0,0
Bahrain,2020-02-11,0,0
Bahrain,2020-02-12,0,0
Bahrain,2020-02-13,0,0
Bahrain,2020-02-14,0,0
Bahrain,2020-02-15,0,0
Bahrain,2020-02-16,0,0
Bahrain,2020-02-17,0,0
Bahrain,2020-02-18,0,0
Bahrain,2020-02-19,0,0
Bahrain,2020-02-20,0,0
Bahrain,2020-02-21,0,0
Bahrain,2020-02-22,0,0
Bahrain,2020-02-23,0,0
Bahrain,2020-02-24,1,0
Bahrain,2020-02-25,23,0
Bahrain,2020-02-26,33,0
Bahrain,2020-02-27,33,0
Bahrain,2020-02-28,36,0
Bahrain,2020-02-29,41,0
Bahrain,2020-03-01,47,0
Bahrain,2020-03-02,49,0
Bahrain,2020-03-03,49,0
Bahrain,2020-03-04,52,0
Bahrain,2020-03-05,55,0
Bahrain,2020-03-06,60,0
Bahrain,2020-03-07,85,0
Bahrain,2020-03-08,85,0
Bahrain,2020-03-09,95,0
Bahrain,2020-03-10,110,0
Bahrain,2020-03-11,195,0
Bahrain,2020-03-12,195,0
Bahrain,2020-03-13,189,0
Bahrain,2020-03-14,210,0
Bahrain,2020-03-15,214,0
Bahrain,2020-03-16,214,1
Bahrain,2020-03-17,228,1
Bahrain,2020-03-18,256,1
Bahrain,2020-03-19,278,1
Bahrain,2020-03-20,285,1
Bahrain,2020-03-21,305,1
Bahrain,2020-03-22,332,2
Bangladesh,2020-01-22,0,0
Bangladesh,2020-01-23,0,0
Bangladesh,2020-01-24,0,0
Bangladesh,2020-01-25,0,0
Bangladesh,2020-01-26,0,0
Bangladesh,2020-01-27,0,0
Bangladesh,2020-01-28,0,0
Bangladesh,2020-01-29,0,0
Bangladesh,2020-01-30,0,0
Bangladesh,2020-01-31,0,0
Bangladesh,2020-02-01,0,0
Bangladesh,2020-02-02,0,0
Bangladesh,2020-02-03,0,0
Bangladesh,2020-02-04,0,0
Bangladesh,2020-02-05,0,0
Bangladesh,2020-02-06,0,0
Bangladesh,2020-02-07,0,0
Bangladesh,2020-02-08,0,0
Bangladesh,2020-02-09,0,0
Bangladesh,2020-02-10,0,0
Bangladesh,2020-02-11,0,0
Bangladesh,2020-02-12,0,0
Bangladesh,2020-02-13,0,0
Bangladesh,2020-02-14,0,0
Bangladesh,2020-02-15,0,0
Bangladesh,2020-02-16,0,0
Bangladesh,2020-02-17,0,0
Bangladesh,2020-02-18,0,0
Bangladesh,2020-02-19,0,0
Bangladesh,2020-02-20,0,0
